ID,Dollars,Area,Region
2241,220.61,Rural,1
2242,125.37,Rural,1
2243,263.42,Rural,1
2244,363.59,Rural,1
2245,258.61,Rural,1
2246,121.21,Rural,1
2247,107.42,Rural,1
2248,126.86,Rural,1
2249,124.38,Rural,1
2250,25.13,Rural,1
2251,153.57,Rural,1
2252,171.87,Rural,1
2253,227.87,Rural,1
2254,48.77,Rural,1
2255,109.59,Rural,1
2256,74.72,Rural,1
2257,78.41,Rural,1
2258,164.67,Rural,1
2259,170.55,Rural,1
2260,97.11,Rural,1
2261,197.67,Rural,1
2262,128.63,Rural,1
2263,55.09,Rural,1
2264,107.61,Rural,1
2265,406.91,Rural,1
2266,65.5,Rural,1
2267,231.1,Rural,1
2268,69.29,Rural,1
2269,234.74,Rural,1
2270,143.62,Rural,1
2271,201.2,Rural,1
2272,133.61,Rural,1
2273,133.65,Rural,1
2274,111.16,Rural,1
2275,130.58,Rural,1
2276,257.9,Rural,1
2277,91.04,Rural,1
2278,123.65,Rural,1
2279,168.79,Rural,1
2280,72.94,Rural,1
2281,150.83,Rural,1
2282,89.29,Rural,1
2283,62.23,Rural,1
2284,227.52,Rural,1
2285,268.65,Rural,1
2286,84.32,Rural,1
2287,140.64,Rural,1
2288,42.8,Rural,1
2289,136.15,Rural,1
2290,121.38,Rural,1
2291,92.38,Rural,1
2292,185.48,Rural,1
2293,254.89,Rural,1
2294,55.19,Rural,1
2295,290.91,Rural,1
2296,118.02,Rural,1
2297,66.55,Rural,1
2298,325.7,Rural,1
2299,234.88,Rural,1
2300,106.87,Rural,1
2301,119.52,Rural,1
2302,127.4,Rural,1
2303,277.81,Rural,1
2304,89.1,Rural,1
2305,150.24,Rural,1
2306,101.78,Rural,1
2307,235.63,Rural,1
2308,59.34,Rural,1
2309,139.88,Rural,1
2310,507.81,Rural,1
2311,155.72,Rural,1
2312,144.98,Rural,1
2313,186.79,Rural,1
2314,86.62,Rural,1
2315,140.81,Rural,1
2316,155.45,Rural,1
2317,145.06,Rural,1
2318,41.14,Rural,1
2319,116.45,Rural,1
2320,102.31,Rural,1
2321,98.18,Rural,1
2322,201.02,Rural,1
2323,212.83,Rural,1
2324,206.74,Rural,1
2325,69.47,Rural,1
2326,148.06,Rural,1
2327,796.62,Rural,1
2328,185.37,Rural,1
2329,66.09,Rural,1
2330,66.07,Rural,1
2331,153.91,Rural,1
2332,197.65,Rural,1
2333,183.72,Rural,1
2334,104.68,Rural,1
2335,143.83,Rural,1
2336,228.95,Rural,1
2337,130.04,Rural,1
2338,128.98,Rural,1
2339,133.86,Rural,1
2340,143.91,Rural,1
2341,117.74,Rural,1
2342,696.79,Rural,1
2343,29.02,Rural,1
2344,171.87,Rural,1
2345,60.84,Rural,1
2346,71.61,Rural,1
2347,48.64,Rural,1
2348,118.48,Rural,1
2349,131.02,Rural,1
2350,196.13,Rural,1
2351,116.27,Rural,1
2352,130.14,Rural,1
2353,175.52,Rural,1
2354,68.8,Rural,1
2355,164.62,Rural,1
2356,263.54,Rural,1
2357,31.2,Rural,1
2358,192.49,Rural,1
2359,109.4,Rural,1
2360,118.53,Rural,1
2361,120.2,Rural,1
2362,239.16,Rural,1
2363,75.83,Rural,1
2364,78.03,Rural,1
2365,262.23,Rural,1
2366,123.75,Rural,1
2367,185.73,Rural,1
2368,140.97,Rural,1
2369,124.95,Rural,1
2370,182.05,Rural,1
2371,131.53,Rural,1
2372,103.59,Rural,1
2373,132.3,Rural,1
2374,195.77,Rural,1
2375,153.5,Rural,1
2376,204.85,Rural,1
2377,163.3,Rural,1
2378,64.03,Rural,1
2379,237.15,Rural,1
2380,80.64,Rural,1
2381,246.47,Rural,1
2382,67.65,Rural,1
2383,87.2,Rural,1
2384,63.63,Rural,1
2385,81.97,Rural,1
2386,148.4,Rural,1
2387,122.36,Rural,1
2388,46.41,Rural,1
2389,184.18,Rural,1
2390,208.33,Rural,1
2391,163.92,Rural,1
2392,85.07,Rural,1
2393,69.94,Rural,1
2394,248.97,Rural,1
2395,105.07,Rural,1
2396,102.31,Rural,1
2397,134.8,Rural,1
2398,281.34,Rural,1
2399,125.41,Rural,1
2400,178.25,Rural,1
2401,137.24,Rural,1
2402,89.46,Rural,1
2403,174.78,Rural,1
2404,116.73,Rural,1
2405,91.25,Rural,1
2406,263.81,Rural,1
2407,103.24,Rural,1
2408,188.63,Rural,1
2409,206,Rural,1
2410,256.97,Rural,1
2411,174.01,Rural,1
2412,198.46,Rural,1
2413,166.47,Rural,1
2414,134.35,Rural,1
2415,216.43,Rural,1
2416,127.09,Rural,1
2417,159.06,Rural,1
2418,78.48,Rural,1
2419,189.29,Rural,1
2420,78.17,Rural,1
2421,436.13,Rural,1
2422,131.16,Rural,1
2423,117.47,Rural,1
2424,79.07,Rural,1
2425,122.53,Rural,1
2426,57.99,Rural,1
2427,159.08,Rural,1
2428,37.96,Rural,1
2429,186.26,Rural,1
2430,160.36,Rural,1
2431,231.13,Rural,1
2432,38.16,Rural,1
2433,68.8,Rural,1
2434,76.16,Rural,1
2435,404.35,Rural,1
2436,143.5,Rural,1
2437,100.39,Rural,1
2438,97.73,Rural,1
2439,145.2,Rural,1
2440,127.75,Rural,1
2441,156.05,Rural,1
2442,50.94,Rural,1
2443,48.92,Rural,1
2444,238.5,Rural,1
2445,111.78,Rural,1
2446,59.78,Rural,1
2447,60.77,Rural,1
2448,123.51,Rural,1
2449,115.95,Rural,1
2450,57.6,Rural,1
2451,211.65,Rural,1
2452,191.38,Rural,1
2453,133.94,Rural,1
2454,283.58,Rural,1
2455,143.09,Rural,1
2456,139.72,Rural,1
2457,750.59,Rural,1
2458,129.9,Rural,1
2459,339.07,Rural,1
2460,87.55,Rural,1
2461,215.29,Rural,1
2462,174.68,Rural,1
2463,208.58,Rural,1
2464,150.92,Rural,1
2465,58.2,Rural,1
2466,136.88,Rural,1
2467,120.46,Rural,1
2468,223.17,Rural,1
2469,48.48,Rural,1
2470,71.71,Rural,1
2471,226.86,Rural,1
2472,114.93,Rural,1
2473,160.46,Rural,1
2474,169.86,Rural,1
2475,124.38,Rural,1
2476,166.57,Rural,1
2477,186,Rural,1
2478,72.05,Rural,1
2479,128.91,Rural,1
2480,127.46,Rural,1
2481,149.97,Rural,1
2482,180.82,Rural,1
2483,131.2,Rural,1
2484,71.95,Rural,1
2485,116.08,Rural,1
2486,73.29,Rural,1
2487,225.9,Rural,1
2488,61.92,Rural,1
2489,113.55,Rural,1
2490,132.74,Rural,1
2491,106.23,Rural,1
2492,128.44,Rural,1
2493,156.42,Rural,1
2494,122.74,Rural,1
2495,115.01,Rural,1
2496,203.38,Rural,1
2497,212.58,Rural,1
2498,188.66,Rural,1
2499,217.43,Rural,1
2500,178.76,Rural,1
2501,112.95,Rural,1
2502,275.47,Rural,1
2503,39.23,Rural,1
2504,136.11,Rural,1
2505,192.25,Rural,1
2506,70.15,Rural,1
2507,214.69,Rural,1
2508,63.77,Rural,1
2509,239.23,Rural,1
2510,63.36,Rural,1
2511,152.69,Rural,1
2512,119.17,Rural,1
2513,155.46,Rural,1
2514,284.92,Rural,1
2515,211.92,Rural,1
2516,115.89,Rural,1
2517,138.2,Rural,1
2518,94.93,Rural,1
2519,99.46,Rural,1
2520,149.7,Rural,1
2521,120.67,Rural,1
2522,87.62,Rural,1
2523,136.7,Rural,1
2524,132.61,Rural,1
2525,138.96,Rural,1
2526,147.45,Rural,1
2527,127.32,Rural,1
2528,123.67,Rural,1
2529,90.27,Rural,1
2530,140.77,Rural,1
2531,61.66,Rural,1
2532,466.33,Rural,1
2533,105.7,Rural,1
2534,215.1,Rural,1
2535,123.42,Rural,1
2536,47.29,Rural,1
2537,89.92,Rural,1
2538,175.83,Rural,1
2539,71.64,Rural,1
2540,50.37,Rural,1
2541,211.1,Rural,1
2542,167.17,Rural,1
2543,55.92,Rural,1
2544,68.27,Rural,1
2545,167.42,Rural,1
2546,53.13,Rural,1
2547,146.45,Rural,1
2548,232.81,Rural,1
2549,105.03,Rural,1
2550,49.8,Rural,1
2551,106.79,Rural,1
2552,95.44,Rural,1
2553,73.23,Rural,1
2554,231.85,Rural,1
2555,370.08,Rural,1
2556,113.65,Rural,1
2557,89.29,Rural,1
2558,422.26,Rural,2
2559,163.87,Rural,2
2560,153.21,Rural,2
2561,74.94,Rural,2
2562,77.11,Rural,2
2563,80.61,Rural,2
2564,116.65,Rural,2
2565,52.1,Rural,2
2566,134.69,Rural,2
2567,186.91,Rural,2
2568,169.1,Rural,2
2569,109.74,Rural,2
2570,199.96,Rural,2
2571,159.5,Rural,2
2572,54.78,Rural,2
2573,138.16,Rural,2
2574,128.13,Rural,2
2575,381.63,Rural,2
2576,110.18,Rural,2
2577,308.65,Rural,2
2578,337.21,Rural,2
2579,121.8,Rural,2
2580,87.74,Rural,2
2581,459.88,Rural,2
2582,109.78,Rural,2
2583,403.47,Rural,2
2584,144.64,Rural,2
2585,618.19,Rural,2
2586,124.43,Rural,2
2587,30.47,Rural,2
2588,64.53,Rural,2
2589,238.99,Rural,2
2590,61.19,Rural,2
2591,109.98,Rural,2
2592,182.41,Rural,2
2593,65.74,Rural,2
2594,179.8,Rural,2
2595,215.69,Rural,2
2596,143.74,Rural,2
2597,76.71,Rural,2
2598,200.79,Rural,2
2599,35.94,Rural,2
2600,111.37,Rural,2
2601,106.08,Rural,2
2602,43.45,Rural,2
2603,91.29,Rural,2
2604,269.98,Rural,2
2605,104.94,Rural,2
2606,190.32,Rural,2
2607,27.8,Rural,2
2608,239.98,Rural,2
2609,142.06,Rural,2
2610,29.52,Rural,2
2611,166.36,Rural,2
2612,172.53,Rural,2
2613,192.25,Rural,2
2614,287.29,Rural,2
2615,130.64,Rural,2
2616,88.26,Rural,2
2617,229.41,Rural,2
2618,109.31,Rural,2
2619,124.41,Rural,2
2620,78.63,Rural,2
2621,260.07,Rural,2
2622,37.45,Rural,2
2623,141.68,Rural,2
2624,162.09,Rural,2
2625,174.8,Rural,2
2626,113.48,Rural,2
2627,112.17,Rural,2
2628,65.73,Rural,2
2629,70.35,Rural,2
2630,44.8,Rural,2
2631,119.99,Rural,2
2632,102.86,Rural,2
2633,80.51,Rural,2
2634,38.13,Rural,2
2635,74.19,Rural,2
2636,215.37,Rural,2
2637,84.67,Rural,2
2638,45.7,Rural,2
2639,141.67,Rural,2
2640,49.04,Rural,2
2641,123.34,Rural,2
2642,115.71,Rural,2
2643,137.34,Rural,2
2644,134.43,Rural,2
2645,35.69,Rural,2
2646,208.09,Rural,2
2647,85.18,Rural,2
2648,238.86,Rural,2
2649,130.8,Rural,2
2650,120.76,Rural,2
2651,36.43,Rural,2
2652,266.6,Rural,2
2653,91.39,Rural,2
2654,113.91,Rural,2
2655,61.06,Rural,2
2656,182.68,Rural,2
2657,140.93,Rural,2
2658,194.74,Rural,2
2659,167.09,Rural,2
2660,110.31,Rural,2
2661,129.53,Rural,2
2662,119.59,Rural,2
2663,82.77,Rural,2
2664,163.06,Rural,2
2665,174.91,Rural,2
2666,127.07,Rural,2
2667,235.74,Rural,2
2668,297.88,Rural,2
2669,333.28,Rural,2
2670,314.4,Rural,2
2671,102.76,Rural,2
2672,137.28,Rural,2
2673,65.33,Rural,2
2674,216.81,Rural,2
2675,91.04,Rural,2
2676,393.18,Rural,2
2677,192.19,Rural,2
2678,213.21,Rural,2
2679,104.96,Rural,2
2680,216.16,Rural,2
2681,130.74,Rural,2
2682,43.73,Rural,2
2683,71.66,Rural,2
2684,143.39,Rural,2
2685,189.44,Rural,2
2686,297.25,Rural,2
2687,106.37,Rural,2
2688,148.28,Rural,2
2689,165.99,Rural,2
2690,129.26,Rural,2
2691,247.02,Rural,2
2692,103.65,Rural,2
2693,131.92,Rural,2
2694,131.66,Rural,2
2695,189.91,Rural,2
2696,149.28,Rural,2
2697,132.63,Rural,2
2698,115.69,Rural,2
2699,198.71,Rural,2
2700,93.18,Rural,2
2701,84.67,Rural,2
2702,97.7,Rural,2
2703,156.75,Rural,2
2704,140.83,Rural,2
2705,56.35,Rural,2
2706,231.65,Rural,2
2707,100.65,Rural,2
2708,262.51,Rural,2
2709,89.99,Rural,2
2710,278.07,Rural,2
2711,50.96,Rural,2
2712,108.57,Rural,2
2713,222.56,Rural,2
2714,148.5,Rural,2
2715,217.72,Rural,2
2716,131.56,Rural,2
2717,31.95,Rural,2
2718,215.53,Rural,2
2719,125.99,Rural,2
2720,184.88,Rural,2
2721,66.62,Rural,2
2722,183.71,Rural,2
2723,147.88,Rural,2
2724,69.65,Rural,2
2725,158.5,Rural,2
2726,185.36,Rural,2
2727,82.53,Rural,2
2728,107.56,Rural,2
2729,175.11,Rural,2
2730,135.13,Rural,2
2731,495.07,Rural,2
2732,71.84,Rural,2
2733,183.71,Rural,2
2734,122.21,Rural,2
2735,158.57,Rural,2
2736,127.25,Rural,2
2737,43.55,Rural,2
2738,300.26,Rural,2
2739,53.39,Rural,2
2740,391.44,Rural,2
2741,113.23,Rural,2
2742,127.24,Rural,2
2743,86.29,Rural,2
2744,44.42,Rural,2
2745,112.49,Rural,2
2746,191.77,Rural,2
2747,173.02,Rural,2
2748,55.28,Rural,2
2749,80.25,Rural,2
2750,105.99,Rural,2
2751,228.92,Rural,2
2752,152.58,Rural,2
2753,81.82,Rural,2
2754,160.81,Rural,2
2755,101.02,Rural,2
2756,347.96,Rural,2
2757,97.78,Rural,2
2758,180.98,Rural,2
2759,95.75,Rural,2
2760,64.88,Rural,2
2761,170.66,Rural,2
2762,288.31,Rural,2
2763,173.49,Rural,2
2764,144.21,Rural,2
2765,123.42,Rural,2
2766,50.52,Rural,2
2767,143.1,Rural,2
2768,152.17,Rural,2
2769,88.2,Rural,2
2770,120.32,Rural,2
2771,149.29,Rural,2
2772,166.72,Rural,2
2773,74.59,Rural,2
2774,175.53,Rural,2
2775,162.27,Rural,2
2776,211.24,Rural,2
2777,92.52,Rural,2
2778,54.44,Rural,2
2779,48.01,Rural,2
2780,264.88,Rural,2
2781,65.1,Rural,2
2782,95.92,Rural,2
2783,107.88,Rural,2
2784,122.4,Rural,2
2785,132.4,Rural,2
2786,650.21,Rural,2
2787,86.31,Rural,2
2788,192.82,Rural,2
2789,78.73,Rural,2
2790,48.52,Rural,2
2791,150.85,Rural,2
2792,54.09,Rural,2
2793,250.38,Rural,2
2794,75.79,Rural,2
2795,326.5,Rural,2
2796,130.47,Rural,2
2797,134.26,Rural,2
2798,30.62,Rural,2
2799,77.17,Rural,2
2800,202.57,Rural,2
2801,201.99,Rural,2
2802,70.86,Rural,2
2803,54.38,Rural,2
2804,133.05,Rural,2
2805,57.49,Rural,2
2806,112.37,Rural,2
2807,199.81,Rural,2
2808,91.91,Rural,2
2809,111.77,Rural,2
2810,79.56,Rural,2
2811,55.75,Rural,2
2812,206.62,Rural,2
2813,139.37,Rural,2
2814,38.67,Rural,2
2815,180.27,Rural,2
2816,41.12,Rural,2
2817,86.76,Rural,2
2818,58.39,Rural,2
2819,229.92,Rural,2
2820,139.53,Rural,2
2821,180.3,Rural,2
2822,189.97,Rural,2
2823,128.33,Rural,2
2824,72.21,Rural,2
2825,193.58,Rural,2
2826,184.95,Rural,2
2827,105.58,Rural,2
2828,114.35,Rural,2
2829,106.87,Rural,2
2830,272.42,Rural,2
2831,142.64,Rural,2
2832,113.02,Rural,2
2833,86.16,Rural,2
2834,203.38,Rural,2
2835,194.75,Rural,2
2836,45.94,Rural,2
2837,103.75,Rural,2
2838,90.26,Rural,2
2839,140.32,Rural,2
2840,203.21,Rural,2
2841,59.73,Rural,2
2842,72.34,Rural,2
2843,208.13,Rural,2
2844,140.13,Rural,2
2845,95.08,Rural,2
2846,97.08,Rural,2
2847,115.1,Rural,2
2848,73.87,Rural,2
2849,144.51,Rural,2
2850,53.77,Rural,2
2851,144.62,Rural,2
2852,76.84,Rural,2
2853,80.59,Rural,2
2854,75.14,Rural,2
2855,25.42,Rural,2
2856,196.77,Rural,2
2857,109.9,Rural,2
2858,69.27,Rural,2
2859,32.15,Rural,2
2860,189.46,Rural,2
2861,199.53,Rural,2
2862,54.44,Rural,2
2863,113.52,Rural,2
2864,148.59,Rural,2
2865,39.26,Rural,2
2866,185.91,Rural,2
2867,36.58,Rural,2
2868,156.7,Rural,2
2869,138.14,Rural,2
2870,112.71,Rural,2
2871,129.46,Rural,2
2872,147,Rural,2
2873,112.21,Rural,2
2874,197.77,Rural,2
2875,44.55,Rural,2
2876,57.67,Rural,2
2877,104.41,Rural,2
2878,119.26,Rural,2
2879,127.14,Rural,2
2880,139.28,Rural,2
2881,49.02,Rural,2
2882,189.55,Rural,2
2883,81.69,Rural,2
2884,115.2,Rural,2
2885,102.54,Rural,2
2886,114.41,Rural,2
2887,328.71,Rural,2
2888,49.94,Rural,2
2889,89.48,Rural,2
2890,315.17,Rural,2
2891,98.27,Rural,2
2892,71.69,Rural,2
2893,43.07,Rural,2
2894,182.99,Rural,2
2895,104.92,Rural,2
2896,129.44,Rural,2
2897,71.06,Rural,2
2898,106.41,Rural,2
2899,177.51,Rural,2
2900,86.65,Rural,2
2901,46.22,Rural,2
2902,37.34,Rural,2
2903,116.43,Rural,2
2904,122.52,Rural,2
2905,123.36,Rural,2
2906,200.02,Rural,2
2907,150.43,Rural,2
2908,301.22,Rural,2
2909,137.06,Rural,2
2910,137.03,Rural,2
2911,59.73,Rural,2
2912,33.95,Rural,2
2913,153.23,Rural,2
2914,70.55,Rural,2
2915,144.45,Rural,2
2916,44.06,Rural,2
2917,116.48,Rural,2
2918,118.09,Rural,2
2919,30.76,Rural,2
2920,37.09,Rural,2
2921,194.47,Rural,2
2922,23.82,Rural,2
2923,183.65,Rural,2
2924,146.18,Rural,2
2925,87.73,Rural,2
2926,148.46,Rural,7
2927,329.44,Rural,7
2928,229.1,Rural,7
2929,109.72,Rural,7
2930,241.13,Rural,7
2931,169.04,Rural,7
2932,220.73,Rural,7
2933,117.52,Rural,7
2934,338.88,Rural,7
2935,167.68,Rural,7
2936,583.04,Rural,7
2937,112.54,Rural,7
2938,223.08,Rural,7
2939,379.3,Rural,7
2940,256,Rural,7
2941,144.83,Rural,7
2942,232.78,Rural,7
2943,301.38,Rural,7
2944,367.94,Rural,7
2945,109.35,Rural,7
2946,163.74,Rural,7
2947,158.89,Rural,7
2948,156.15,Rural,7
2949,178.57,Rural,7
2950,360.38,Rural,7
2951,100.74,Rural,7
2952,410.7,Rural,7
2953,179.15,Rural,7
2954,372.64,Rural,7
2955,204.6,Rural,7
2956,110.34,Rural,7
2957,390.3,Rural,7
2958,102.89,Rural,7
2959,121.96,Rural,7
2960,176.33,Rural,7
2961,446.8,Rural,7
2962,372.87,Rural,7
2963,387.98,Rural,7
2964,363.21,Rural,7
2965,967.68,Rural,7
2966,120.51,Rural,7
2967,232.92,Rural,7
2968,149.61,Rural,7
2969,1701.86,Rural,7
2970,159.48,Rural,7
2971,114.26,Rural,7
2972,404.94,Rural,7
2973,393.29,Rural,7
2974,479.38,Rural,7
2975,305.65,Rural,7
2976,165.54,Rural,7
2977,152.91,Rural,7
2978,214.17,Rural,7
2979,129.24,Rural,7
2980,158.76,Rural,7
2981,341.63,Rural,7
2982,308.51,Rural,7
2983,144.49,Rural,7
2984,154.3,Rural,7
2985,269.41,Rural,7
2986,159.8,Rural,7
2987,120.06,Rural,7
2988,137.35,Rural,7
2989,199.81,Rural,7
2990,155.91,Rural,7
2991,253.21,Rural,7
2992,127.65,Rural,7
2993,310.48,Rural,7
2994,86.84,Rural,7
2995,332.96,Rural,7
2996,124.77,Rural,7
2997,210.07,Rural,7
2998,223.86,Rural,7
2999,148.1,Rural,7
3000,481.22,Rural,7
3001,192.34,Rural,7
3002,123.16,Rural,7
3003,128.32,Rural,7
3004,134,Rural,7
3005,207.4,Rural,7
3006,242.17,Rural,7
3007,305.46,Rural,7
3008,179.48,Rural,7
3009,371.64,Rural,7
3010,597.55,Rural,7
3011,128.56,Rural,7
3012,223.15,Rural,7
3013,186.89,Rural,7
3014,86.02,Rural,7
3015,163.32,Rural,7
3016,108.13,Rural,7
3017,274.49,Rural,7
3018,90.37,Rural,7
3019,124.86,Rural,7
3020,242.65,Rural,7
3021,284.45,Rural,7
3022,223.12,Rural,7
3023,122.46,Rural,7
3024,501.09,Rural,7
3025,184.98,Rural,7
3026,166.37,Rural,7
3027,170.96,Rural,7
3028,127.76,Rural,7
3029,253,Rural,7
3030,257.62,Rural,7
3031,208.86,Rural,7
3032,181.7,Rural,7
3033,271.25,Rural,7
3034,160.19,Rural,7
3035,158.81,Rural,7
3036,137.73,Rural,7
3037,77.89,Rural,7
3038,109.69,Rural,7
3039,118.26,Rural,7
3040,146.33,Rural,7
3041,205.67,Rural,7
3042,150.83,Rural,7
3043,261.74,Rural,7
3044,218.5,Rural,7
3045,154.96,Rural,7
3046,183.03,Rural,7
3047,122.96,Rural,7
3048,216.68,Rural,7
3049,110.68,Rural,7
3050,165.7,Rural,7
3051,184.34,Rural,7
3052,336.45,Rural,7
3053,177.87,Rural,7
3054,133.82,Rural,7
3055,283.43,Rural,7
3056,199.56,Rural,7
3057,58.72,Rural,7
3058,161.96,Rural,7
3059,305.83,Rural,7
3060,189.25,Rural,7
3061,155.76,Rural,7
3062,302.36,Rural,7
3063,102.68,Rural,7
3064,132.12,Rural,7
3065,437.65,Rural,7
3066,403.93,Rural,7
3067,198.17,Rural,7
3068,106.03,Rural,7
3069,307.03,Rural,7
3070,363.34,Rural,7
3071,203.06,Rural,7
3072,86.05,Rural,7
3073,202.51,Rural,7
3074,307.98,Rural,7
3075,63.76,Rural,7
3076,102.03,Rural,7
3077,216.42,Rural,7
3078,205.48,Rural,7
3079,140.07,Rural,7
3080,135.77,Rural,7
3081,329.02,Rural,7
3082,103.3,Rural,7
3083,126.97,Rural,7
3084,173.19,Rural,7
3085,191.1,Rural,7
3086,90.24,Rural,7
3087,151.97,Rural,7
3088,161.01,Rural,7
3089,243.31,Rural,7
3090,105.72,Rural,7
3091,364.89,Rural,7
3092,229.67,Rural,7
3093,321.14,Rural,7
3094,90.56,Rural,7
3095,168.28,Rural,7
3096,120.17,Rural,7
3097,196.92,Rural,7
3098,297.18,Rural,7
3099,358.08,Rural,7
3100,276.94,Rural,7
3101,306.43,Rural,7
3102,115.46,Rural,7
3103,258.11,Rural,7
3104,169.77,Rural,7
3105,241.34,Rural,7
3106,271.29,Rural,7
3107,220.3,Rural,7
3108,163.54,Rural,7
3109,120.56,Rural,7
3110,211.32,Rural,7
3111,237.66,Rural,7
3112,230.42,Rural,7
3113,317.21,Rural,7
3114,335.54,Rural,7
3115,270.19,Rural,7
3116,122.87,Rural,7
3117,1196.97,Rural,7
3118,218.48,Rural,7
3119,216.76,Rural,7
3120,475.89,Rural,7
3121,732.21,Rural,7
3122,160.07,Rural,7
3123,140.71,Rural,7
3124,83.08,Rural,7
3125,262.89,Rural,7
3126,171.98,Rural,7
3127,233.66,Rural,7
3128,239.8,Rural,7
3129,306.72,Rural,7
3130,319.89,Rural,7
3131,149.69,Rural,7
3132,82.92,Rural,7
3133,233.88,Rural,7
3134,86.14,Rural,7
3135,235.29,Rural,7
3136,128,Rural,7
3137,168.72,Rural,7
3138,78.03,Rural,7
3139,328.4,Rural,7
3140,254.25,Rural,7
3141,190.79,Rural,7
3142,262.07,Rural,7
3143,140.1,Rural,7
3144,278.22,Rural,7
3145,176.1,Rural,7
3146,84.51,Rural,7
3147,203.39,Rural,7
3148,238.72,Rural,7
3149,119.09,Rural,7
3150,215.82,Rural,7
3151,303.69,Rural,7
3152,237.71,Rural,7
3153,504.06,Rural,7
3154,208.11,Rural,7
3155,386.52,Rural,7
3156,129.47,Rural,7
3157,202.42,Rural,7
3158,104.4,Rural,7
3159,247.46,Rural,7
3160,298.84,Rural,7
3161,146,Rural,7
3162,369.42,Rural,7
3163,240.37,Rural,7
3164,401.79,Rural,7
3165,394.65,Rural,7
3166,541.27,Rural,7
3167,119.08,Rural,7
3168,171.94,Rural,7
3169,170.67,Rural,7
3170,134.43,Rural,7
3171,206.46,Rural,7
3172,251.72,Rural,7
3173,229.65,Rural,7
3174,233.45,Rural,7
3175,206.16,Rural,7
3176,75.98,Rural,7
3177,214.61,Rural,7
3178,142.48,Rural,7
3179,247.46,Rural,7
3180,215.43,Rural,7
3181,305.92,Rural,7
3182,161.32,Rural,7
3183,260.05,Rural,7
3184,381.31,Rural,7
3185,214.69,Rural,7
3186,129.23,Rural,7
3187,300.92,Rural,7
3188,177.93,Rural,7
3189,274.72,Rural,7
3190,156.68,Rural,7
3191,249.22,Rural,7
3192,221.16,Rural,7
3193,317.15,Rural,7
3194,420.38,Rural,7
3195,267.06,Rural,7
3196,307.46,Rural,7
3197,175.39,Rural,7
3198,195.88,Rural,7
3199,472.88,Rural,7
3200,126.12,Rural,7
3201,508.01,Rural,7
3202,262.99,Rural,7
3203,206.79,Rural,7
3204,142.98,Rural,7
3205,281.3,Rural,7
3206,239.2,Rural,7
3207,62.12,Rural,7
3208,250.52,Rural,7
3209,229.92,Rural,7
3210,167.47,Rural,7
3211,212,Rural,7
3212,194.23,Rural,7
3213,90.62,Rural,7
3214,272.84,Rural,7
3215,292.33,Rural,7
3216,276.1,Rural,7
3217,149.34,Rural,7
3218,337.14,Rural,7
3219,83.1,Rural,7
3220,194,Rural,7
3221,605.7,Rural,7
3222,290.08,Rural,7
3223,307.11,Rural,7
3224,415.04,Rural,7
3225,562.21,Rural,7
3226,160.44,Rural,7
3227,508.68,Rural,7
3228,198.03,Rural,7
3229,385.21,Rural,7
3230,435.63,Rural,7
3231,218.12,Rural,7
3232,127.23,Rural,7
3233,466.37,Rural,7
3234,355.53,Rural,7
3235,184.97,Rural,7
3236,158.75,Rural,7
3237,423.64,Rural,7
3238,208.21,Rural,7
3239,218.49,Rural,7
3240,93.17,Rural,7
3241,243.99,Rural,7
3242,136.44,Rural,7
3243,91.68,Rural,7
3244,153.15,Rural,7
3245,321.58,Rural,7
3246,221.97,Rural,7
3247,107.97,Rural,7
3248,167.25,Rural,7
3249,403.21,Rural,7
3250,138.41,Rural,7
3251,156.09,Rural,7
3252,114.67,Rural,7
3253,189.89,Rural,7
3254,432.67,Rural,7
3255,166.3,Rural,7
3256,277.01,Rural,7
3257,195.52,Rural,7
3258,422.75,Rural,7
3259,229.35,Rural,7
3260,241.26,Rural,7
3261,245.01,Rural,7
3262,301.41,Rural,7
3263,141.13,Rural,7
3264,457.65,Rural,7
3265,139.8,Rural,7
3266,234.28,Rural,7
3267,162.68,Rural,7
3268,162.11,Rural,7
3269,373.84,Rural,7
3270,332.75,Rural,7
3271,207.7,Rural,7
3272,468.01,Rural,7
3273,516.2,Rural,7
3274,85.62,Rural,7
3275,88.27,Rural,7
3276,234.73,Rural,7
3277,473.45,Rural,7
3278,143.7,Rural,7
3279,110.33,Rural,7
3280,266.74,Rural,7
3281,149.92,Rural,7
3282,162,Rural,7
3283,161.13,Rural,7
3284,275.17,Rural,7
3285,347.93,Rural,7
3286,663.82,Rural,7
3287,313.12,Rural,7
3288,201.7,Rural,7
3289,105.69,Rural,7
3290,161.39,Rural,7
3291,133.62,Rural,7
3292,110.78,Rural,7
3293,159.12,Rural,7
3294,200.1,Rural,7
3295,184.39,Rural,7
3296,159.62,Rural,7
3297,128.17,Rural,7
3298,232.52,Rural,7
3299,129.72,Rural,7
3300,192.43,Rural,7
3301,194.53,Rural,7
3302,169.22,Rural,7
3303,242.37,Rural,7
3304,93.98,Rural,7
3305,299.92,Rural,7
3306,172.77,Rural,7
3307,155.46,Rural,7
3308,137.31,Rural,7
3309,141.84,Rural,7
3310,193.25,Rural,7
3311,122.01,Rural,7
3312,115.99,Rural,7
3313,102.96,Rural,7
3314,175.74,Rural,7
3315,195.63,Rural,7
3316,482.69,Rural,7
3317,221.88,Rural,7
